id,listing_id,date,reviewer_id,comments
23961948,3946674,12/15/2014,7008965,"Rachel and Jon were really great hosts. Warm, welcoming, and friendly. I felt immediately at ease in their place. The space was very comfortable, clean, and as advertised. They know a lot about Seattle, so are good resources to have when you are there. Their cat is friendly and amusing. I would definitely stay here again! Highly recommended. "
24118813,3946674,12/20/2014,24025530,"The house was easy to locate and the arrangement to get in works fine even the host was not there when I arrived. 
Everything consistent with the description and Rachel has provided useful information to get around the area. 
It takes a bit more than expected to walk to the downtown though. "
24302648,3946674,12/25/2014,23834617,"Rachel and Jon were very obliging hosts, super friendly and communicative. They gave us valuable tips to explore Seattle and even invited us to go to a concert with them - a super experience! The room and the bed provided enough space for two, very comfortable furthermore. The bathroom and the kitchen were clean and we could find everything we needed. All in all a wonderful stay, there was nothing to complain about at all!"
25275185,3946674,1/11/2015,11109842,"What a great stay at Rachel and Jon's! They were accommodating hosts and we felt instantly at ease in their home. They were very kind letting our group of four stay at their home, and very flexible with check-in and check-out times. 
The house is warm, charming, and located in a quiet neighborhood within walking distance of many of Seattle's sights. "
26338015,3946674,2/9/2015,9997395,We had an amazing time and felt very welcome in Rachel and Jon's beautiful home. The location was perfect and we could easily walk to one of Seattle's coolest areas. Our room was peaceful and the bed was very comfortable. Overall we had a fantastic stay and would highly recommend this place to anyone.
27110794,3946674,2/25/2015,4920230,"It was very easy to get in touch with Rachel to book a space in her beautiful home. She was a very gracious host who shared her morning coffee with us while she was getting ready for work. Our room was very cozy and the rest of the house is open & beautifully decorated - if we didn't have other plans it would have been easy to lounge there all day, especially with their friendly kitty! The farmhouse is located in a great neighborhood that is quite easy to access the city - because the weather was so wonderful during our stay, my friend & I walked to the downtown waterfront which only took about 35 minutes. I would highly recommend staying here - I will again when I return to Seattle."
27182900,3946674,2/27/2015,3002880,"Rachel and Jon's home is beautiful and inspiring! We were only there for a brief time but they made us feel at home. And Brigitte, the cat, is the friendliest cat I've ever met. 

The location is very convenient, barely 2 miles from downtown and Capitol Hill. 

Also, You'll have fun browsing through some of the interesting art + doodads around the house"
28291295,3946674,3/21/2015,28621214,"John and Rachel were great hosts. We arrived, opened the lock box, and found our room with no trouble. The neighborhood was quiet but Capitol Hill restaurants and bars were easily accessible. Coffee, fruit, and nuts were left in the kitchen for guests and were greatly appreciated. For a quiet night in Seattle, the Farmhouse is a great option with a very sweet cat!"
28433477,3946674,3/23/2015,21176280,"Rachel and Jon were very friendly and flexible. Rachel had baked us some homemade cookies that tasted fantastic after a 7 hr flight to Seattle. Thank you!! The room was great and spot on with the description. There was free wifi and a list of recommended spots to check out while in Seattle. Very clean house and safe neighborhood. 

Their cat is very friendly as well! Five star cat ^_^  

Rachel was very flexible about check out time. It helped us a lot since our flight wasn't until later that night. 

The location is great! near the downtown area.  I highly recommend this place.  "
28534479,3946674,3/25/2015,26018276,"Rachel was a gracious host and, though we met her only shortly, she was very friendly. We slept comfortably in the Corner room, that is simply furnished and a bit chilly at night, but also quite private and quiet. They offer complimentary fruit, nuts and drinks for breakfast, which was very nice, especially since they had a dairy-free alternative (delicious hazelnut milk) for lactose-intolerant people like me. "
28843895,3946674,3/30/2015,29870942,"I felt very welcome at Rachel & Jon's house, even though I wasn't able to check in until late. House matched the description, clean and comfortable room, and a very nice cat."
29873691,3946674,4/13/2015,30347816,"Great little home! I felt very, very welcome, ad ended hanging out with Jon and Rachel quite a bit. And the cat was just dreamy."
30773722,3946674,4/27/2015,3474876,Jon & Rachel were both awesome host and people to meet as well as their sweet kitty. Rachel was there to greet me and even provide guidance on where to visit and directions. Both of them were very sweet and great for insider tips. The place was very convenient and clean. Enjoyed my stay in Seattle. Thank yoU!!
31599041,3946674,5/7/2015,15811536,Rachel and Jon were really great and their place is clean and comfy. And their cat is so friendly! Good location and great hosts. Absolutely recommend. 
31748548,3946674,5/9/2015,32286824,"Rachel and Jon were awesome! I felt welcomed the second I stepped foot in their home. It was almost like I was staying with friends of my own. I had never been to Seattle before, but the insight they gave me about what there is to experience around the city helped shaped my vacation for the best. 

As far as the house itself -- it was beautiful, clean, filled with great art and lush plants.. Just like the photos! The only evidence of their cat was Brigitte herself. There wasn't any pet odor or hair to be found. The house has amazing natural lighting as well. But not to worry, the bedroom has a very heavy curtain for blocking out the morning sun for sleeping in as long as you please. The comfy bed was a great thing to come back to each night after a long day of exploring. Located in the Central District (literally central to everything), I was able to walk everywhere I wanted to go and felt very safe doing so. 

They have set the bar extremely high for any future Airbnb experiences. I will definitely try to book with Rachel and Jon the next time I travel to Seattle, and will recommend their listing to everyone I know! "
31899502,3946674,5/11/2015,16342997,"Easy to find and park, close to downtown and the places we needed to go; super convenient! It was also very comfortable, and we especially enjoyed Brigitte, the friendliest cat in the world! We would stay there again in a heartbeat and would love talking to our hosts more."
33445091,3946674,5/28/2015,11015358,"Rachel and Jon were amazing! Sweet sweet duo, with an amazingly sweet sweet kitty, and a cool place in a pretty darn convenient location. Thanks so much for opening your house to us!"
34194163,3946674,6/6/2015,4006836,We had a wonderful stay at Rachel & Jon's home. They were great hosts and the location was great - walking distance to downtown and a short cab ride away. Highly recommended! 
35123521,3946674,6/15/2015,32870799,"Rachel was a great host and the room/house was great.  While we were out exploring most of our time there, we felt right at home and at ease where we were staying. 

The neighborhood is just a mile walk (or cheap Uber ride) from downtown Seattle and the same for Capitol Hill area. 

If cats are an issue - don't worry.   I can be sometimes sensitive to cat hair - but you would never know there was a cat in the house.  But she is super sweet but also not in the way if you don't want her to be - but she does like a good petting :)"
35398735,3946674,6/18/2015,33943549,"They were really great!  We got in very late because of a delayed flight, but they didn't mind one bit.  They were both very friendly and really cool to talk to.  We were only there one night on our way up to B.C. but I would have loved to stay with them longer.  Awesome house in a great neighborhood.  Plus, they have a really dope cat.  Highly recommend.  "
35579217,3946674,6/20/2015,1928003,"I had a great experience staying at the Farmhouse! Rachel and Jon (and the kitty) were incredibly sweet and accommodating. They let me drop my bags off several hours early so I could make the most of my day exploring Seattle. It was so nice to be able to come and go as I pleased. The house was safe, clean, and down right adorable. As my first Airbnb experience, the bar has been set pretty high!"
37201302,3946674,7/5/2015,26170953,"Rachel made us feel totally welcome.  She was in close contact with me on the day of our arrival.  Their home is exceptionally beautiful, and our bed was very comfy.  She did everything possible to keep the place cool (in 95 degree heat!) and offered great suggestions for food and fun in Seattle.  Oh yeah, and the cat was also very cuddly and lovable!"
37338415,3946674,7/6/2015,15967204,"Rachel and Jon's house is a very nice classic Seattle house in a great location. We were there in the middle of a heat wave but the house still kept cool, even though it was 95+ out we had no trouble even napping midday in our comfy room. They left treats and snack out and had a very friendly cat that we enjoyed napping with. We missed paths on the way in but met up on the way out and lo and behold we knew each other from high school! We had a great time sipping coffee and catching up and will definitely check back in for future Seattle trips."
38295437,3946674,7/14/2015,30544873,"Rachel & Jon were incredible hosts! They were both very friendly, open, easy going and their hospitality was far more than I could have ever hoped for. They both offered tips of where to go, what to do, where to shop and how to find what I was looking for. They even shared the fruits of their labour blueberry picking, and helped me make coffee in the morning. It made my first weekend of school that much more enjoyable knowing I was returning to somewhere that felt like home."
39176070,3946674,7/21/2015,34858362,"This was my very first stay at an Airbnb and it was lovely.  I chose the Corner Room at the Farmhouse because of its proximity to my daughter's apartment.  Rachel & John were very nice and made me feel welcome in their home.  The bed was extremely comfortable, so I slept great, and I learned how to use the French Press to make coffee.  The house is clean and sunny in a nice neighborhood. 
I will definitely stay at The Corner Room again the next time I visit.
"
57111968,3946674,12/22/2015,37096823,"Rachel and Job were great hosts. Their home was not only clean and welcoming, but very beautiful. In terms of location they're nestled between downtown and Capitol Hill so commuting was relatively easy (note: we relied on cabs and Lyfts). To top it all off they have an adorable cat Brigit who was utterly delightful to spend time with. 

Would recommend/stay again!"
44472406,7833113,8/26/2015,34123551,"Kelli was an amazing host and immediately opened her hospitality to my boyfriend and I. She welcomed us into her apartment and gave us the run down on Seattle. She even went out of her way and provided for us a huge and informative lists of many of the highlights of Seattle. My boyfriend and I really wanted to experience the coffee, beer, and food scene of Seattle, and Kelli covered it all perfectly!

The location was perfect and ideal for first timers in Seattle. Pike Place and the Seattle Center  (Space Needle and Chihuly) were just a short walk away.  Fremont was also a slightly longer walk north from Kelli's. Lastly, Kerri Park where you can receive one of the best views of the Seattle skyline was also very close!

Overall Kelli was a phenomenal host and I highly recommend her for anyone visiting Emerald City!"
45156782,7833113,8/31/2015,13316300,"First and foremost Kelli went out of her way to install a keybox to make this whole trip way more convenient. It's apparent she cares about those she hosts.

When we arrived the apartment was clean and comfy. We found our cozy bedroom to be very accommodating. My wife and I had no problems sleeping with the futon that was folded out. It was surprisingly comfortable. Kelli provided pillows, towels, and everything we needed for the night. The room's decoration was really cool. 

The neighborhood was great and we didn't feel like we needed to go far for anything we needed. Attending PAX was a breeze.

When we finally met Kelli on the final morning she was warm and welcoming. We got to meet her dog who is a little bundle of love. I have no reservations about staying with Kelli again."
45704944,7833113,9/5/2015,7354543,Convenient location close to Music Museum. Easy to find. Nice and tidy.  Host gave us a lot of good suggestions of vegetarian places to eat and punk bars. Turns out we had lots in common. 
46177947,7833113,9/8/2015,16840700,"Kelli made my friend and I feel extremely welcomed, her place is really nice - very clean :) The locations is great to get around to some really cool areas in Seattle either on foot or on bike and we had a blast.

I wouldn't hesitate to recommend Kelli's place to any friends heading Seattle way"
46752160,7833113,9/13/2015,23038979,"Kelli was so sweet and made us feel welcome right away. She had the cutest sign on the kitchen blackboard that read ""welcome carmen."" :) 
Her place is super clean, well decorated, and has everything you could ask for. In addition the location is fantastic. You cannot go wrong booking with Kelli! "
47506180,7833113,9/19/2015,32505575,"The house is really clean and nice, the location is good. Kelli gave us lots of suggestion where to go and good to eat. We had a great time to stay at Kelli's house and with her cute dog. Definitely recommend it. "
48404791,7833113,9/26/2015,6181790,"I really liked staying at Kelli's place. She was a warm, friendly and very helpful host. Her place was nice and clean and I felt welcomed. It was a great location and easy to get around.   She has a kitten and a dog which were adorable. After staying at Kelli's for 10 days, I really felt comfortable and relaxed.  I really enjoyed my visit to Seattle. Thanks!  Joe Sparks"
49817108,7833113,10/6/2015,2618477,"Kelli was a great host. Nice, very helpful - an overall awesome lady! We were a little late getting in, no problem. Thanks for the record shop and restaurant recommendations!

The apartment was very clean and decorated beautifully. An easy walk to Belltown and beyond, we barely used the car.

Fantastic, highly recommended, thank you!"
50456359,7833113,10/12/2015,9151574,"This listing was perfect for our stay in Seattle. We were walking distance from the Space Needle as well as a ton of restaurants, coffee shops and bars (which Kelli had great suggestions for). The room looks exactly like it did in the pictures, if we are ever in Seattle again, we would stay here again no question."
51903847,7833113,10/25/2015,42635470,"Kelli was an absolutely wonderful host!! Kelli went out of her way to make sure we knew how to make the most of our stay in Seattle. If we ever needed directions, a restaurant suggestion, or any other advice, Kelli was more than willing to help, and was never more than a text or call away. Plus, Kelli had a map, and newspapers and lists of all the places to go to in Seattle ready for us as soon as we arrived. The location of Kelli's home is amazing! Just a few minutes walk away from major attractions, and steps away from bus lines. Walking distance to excellent restaurants. We loved our beautiful and very comfortable room. We slept very well, and we had no privacy issues at all. Kelli keeps her home impeccably clean and dust-free, which I really appreciated as an asthmatic. My boyfriend and I had a wonderful time in Seattle thanks to Kelli and her beautiful home! And her doggy, Desi, was super cute and sweet. It was very hard to leave Seattle after having such a great time. Thank you so much Kelli!"
52494233,7833113,10/30/2015,17958206,"Very good location, and Kelly is very nice! She gave us a lot of advices and we had a great time in Seattle, and in her apartment! Thank you so much! I miss Charli!"
52843867,7833113,11/2/2015,34796223,Kelli was great!  Super hospitable and very kind.  Loved the way she decorated her place.  Thanks Kelli!  God bless!
54857057,7833113,11/25/2015,25044118,"We had a great time staying at Kelli's place. The room was a good size for 1-2 people. It was clean and ready for our arrival. She was very helpful, she provided advice about restaurants and places to visit. We would definitely stay at Kelli's again if we were in town again. "
55361093,7833113,12/1/2015,2830204,"Great room, great location and great host. The room is clean and private, the rest of the house is also very clean and Kelli is accomodating when sharing space (lounge room, kitchen and bathroom). The location is very close to a major shopping centre and the space needle (walking distance) also close to buses to downtown. Kelli knows her city well and is there to help you enjoy it- she had lots of helpful hints and tips.  Would definitely stay here again and recommend. "
55916043,7833113,12/7/2015,7560156,"Kelli was an amazing host and made my first Seattle experience very memorable! The location couldn't have been better -- it's only a few blocks away from the iconic Space Needle and a slew of cultural hubs. There are fantastic restaurants steps away from the apartment and Kelli has recommendation dishes for all of them. In addition, there are multiple bus stops just around the corner to bring you to farther places for sightseeing. For example, the University of Washington and Arboretum was about 40 minutes away. 

Kelli is just the sweetest, which is further proven by the scrumptious freshly baked cookies she offered me during my stay. Also, she has an adorable kitten who will surely melt your heart! When I accidentally left my charger after boarding the plane, she even mailed it back to me. Couldn't have asked for a better host <3
"
57119975,7833113,12/22/2015,28662643,"Kelli is such an awesome host. From the moment we booked with her she was so helpful in answering questions and giving suggestions. She was there to meet us and had all sorts of maps/guides to help out. She also pays attention to details with the chocolates/mints in the room to the fridge space provided and even tea. 

The place is an old building but in such a terrific area - easily you can walk to some of the major sights (ex. Space Needle, Key Arena, the monorail, etc). The room & bed were comfortable and true to the pictures. There was wifi and a tv for you to kick back and relax on the couch with. So if you want a place to have a nice hot shower and a good sleep after a long day out, this is a great place for you. 

If you're lucky enough you'll also get to meet Charlie, who was such a friendly and lovable kitten - and we're normally not even cat people! :) "
47014896,8308353,9/14/2015,1964916,"Courtney was so welcoming, I immediately felt at home.  The cats ranged from very friendly to friendly to indifferent.  The second-floor room was beautiful, with lots of light, good views, and the bed was great.  The house is in easy walking distance of Gas Works Park (I was attending a wedding there) and all that Stone Way has to offer.

I highly recommend staying here!"
47427199,8308353,9/18/2015,20997974,"We felt very welcomend in courtney and adams adorable house. The room is bright, cozy and you can spot douzens of  squirrels in the garden. 
The house is in a nice neighbourhood and in walking distance to the famous freemont troll.
They gave us useful hints for seattle (especially the breakfast place was amazing!)
All over we had a wonderful time and would definetly stay again.  
Thanks a lot. matthias and anna"
47602193,8308353,9/20/2015,5790065,"Great place, fantastic hosts. Definitely what AirBnB should be. The room was large and comfortable, and Adam and Courtney were super friendly and accommodating of my odd schedule."
48810422,8308353,9/28/2015,28531622,"This was a beautiful bright room with two windows and to the floor drapes.  The hardwoods were spotless and the bed was comfortable.  I highly recommend this space.  The hosts did not see me much but were friendly and helpful when I did see them.
"
48957529,8308353,9/29/2015,28592890,It was magnificent!   The place was beautiful and in a convenient neighborhood.  Adam and Courtney were as nice as could be and so was their cat.  We hope to see them again.
50103944,8308353,10/9/2015,23360768,"This was a fantastic stay. Courtney is an awesome person, their place is great, she and Adam are very accommodating and friendly, the location is convenient, plus her french press and choice of coffee is pretty delicious. ;) Highly recommended!!"
55606734,8308353,12/3/2015,44239286,"I stayed with Adam & Courtney for about 2 months while I was working at the University of Washington (about 2.5 miles away, easy to reach by bus/biking/walking). I had a great stay. They're both warm, welcoming people that go out of their way to make you feel welcome. The house is located in a residential neighborhood (quiet & safe), but not too far from downtown Seattle (20 min by bus or so?), the U district, Ballard, Wallingford... Especially the last two are nice if you're looking to a nice place to have lunch/dinner. I would definitely recommend staying with Adam & Courtney!  "
23284049,4277026,11/27/2014,12849861,"Philip was a great host! He made us a map of the area with a curated selection of personal favourites. Every place we tried at his recommendation was sublime. We jammed together and went to a few shows. It felt like visiting an old friend more than just your average impersonal AirBnB experience. The room was nice, a little sparse maybe but we weren't spending a huge amount of time there. the location was one of the best parts as there are a ton of great spots within 2 blocks. I'll definitely be staying again next time I hit up Seattle."
25402633,4277026,1/14/2015,25892167,"My girlfriend and I stayed with Philip for two nights. It felt like staying with a real roommate and not like staying at a hotel. It was easy to connect with Philip through our love of music and we had some interesting conversations. So if you're looking for a place to feel like being home with a friend and not just only stay there to spend your nights I would highly recommend to stay with him. The neighbourhood (capitol hill) is cool too, there are a lot of good bars serving craft beer and some really good coffee shops."
28765134,4277026,3/29/2015,29994885,"I didn't have the chance to meet Philip this time around, but I was delighted to have his roommate Mara as a host. She was incredibly accommodating throughout our stay."
33527609,4277026,5/29/2015,17272550,"Didn't have chance to meet Philip in person during my stay but he has arranged His roommate Mara to be my host, she was incredibly accommodating through my stay. Everything walkable within 2 block and can find a great place to dine or coffee or you can take the bus at Broadway to downtown area which is  convenient ..."
33821397,4277026,6/1/2015,5350854,"The apartment is located in the nice old building in a fun part of the city. Everything is very walkalbe. 
Philip gave us great advice on the area and his housemate Mara made sure that we felt welcome."
48696344,4277026,9/28/2015,38521340,"Amazing stay, great place and a cool host! I would recommend this to anyone!
"
49320462,4277026,10/3/2015,14952850,"I spent 3 days here at Philps' apt, didnt get to meet him but the lovely roommate Mara made sure everything is ok. quite and nice area but near to everything，u wont regret this ；）"
42962443,7735100,8/16/2015,40442846,Roger definitely made us feel welcome by accommodating our late-night check-in and responding quickly to any questions we had during our stay. The location of his place is great for walking anywhere in Fremont and we loved the recommendations he had for the area. There was plenty of room for all of our things and the place was spotless.
43837578,7735100,8/22/2015,40603512,
44469361,7735100,8/26/2015,19864124,"This room was PERFECT for me and fit my needs exactly. It's nicer than the hotel rooms I stayed in during other legs of the trip and definitely fit the budget better. It's a bedroom in a 3-bedroom apartment duplex. Rumor has it that someone lives in at least one of the other rooms, but I didn't see them during the two nights I stayed here. The bathroom is attached to the bedroom, so that's convenient. And this place is located in a very cool neighborhood within walking distance from tons of great spots. I even walked all the way to Pike Place Market from Roger's place and it was a breeze. 

My only warning is that there isn't a lock on the door to the bedroom. I wasn't concerned about this but others might be. I'm traveling solo and don't have anything super valuable sitting around the room, but keep that in mind. 

All in all, the place is rad and Roger lives next door and works 5 minutes away so he's nearby in the event of any major problems. "
45354751,7735100,9/1/2015,6093501,"pretty room in a nice neighbourhood. we didn't meet roger as we came in really late and left early, but he sorted everything out. comfy bed, enough privacy, and we would have had a nice view through the window had the weather been better. a definite recommend."
57419048,7735100,12/25/2015,13019539,The host canceled this reservation 21 days before arrival. This is an automated posting.
28471216,4701141,3/24/2015,3285646,"Miesha was great. It was a long term stay that ended up going a little longer while I was trying to find a place to live, but she was extremely accommodating in every aspect and made sure that I felt welcomed at every turn. Fantastic host and super location if you want to get to downtown easily, or anywhere else in Seattle. "
53902378,4701141,11/14/2015,26208231,"I recently moved to Seattle and have been staying Miesha's guest room while searching for a more permanent living situation.  The room is spacious and the bathroom is like a spa including heated floors and towel warmer.  

Miesha is a wonderful host.  She is helpful and communicative and her home is comfortable. When I arrived, she made sure that the furniture in the room included what I needed for my stay.  She switched out a chair and added a desk which I have used quit a bit.  She worked with me to extend my stay and was very accommodating of my ongoing search.  Plus, she keeps plenty of coffee on hand which has kept me going on even the rainiest of days. I can't imagine finding a better place to stay while starting out my life in Seattle!  I highly recommend this room."
49148626,7934963,10/1/2015,37444544,
49512452,7934963,10/4/2015,26750734,The house and room were clean and nice. Farrah and her boyfriend were friendly. Would definitely recommend.
50105565,7934963,10/9/2015,4107277,"Farah made us feel very welcome in her home. She was excellent at communication and tips and the room was just as described. The neighborhood is safe and she is near an excellent grocery store, coffee shops and bus stop. We were in town to do a class and so had to leave early each morning. As mentioned, this listing has a shared bathroom but at the time of our stay there were 5 of us trying to get ready in one bathroom all at the same time to all leave by 7am. I guess we just assumed it would be us and her using it only.Farah did her best to schedule the times that each person could use the bathroom. I would take into consideration your trip and daily bathroom time use when booking this listing. With that said, you cant beat the price and value for the seattle area."
50367910,7934963,10/11/2015,9556062,"Farah was a great host.  She provided little touches that made one feel welcome such as a night light in the living room, and a towel for your stay.  She was very prompt to reply during the reservation process.  Her home provided all that was needed for a short stay.   "
50608166,7934963,10/12/2015,14164556,"The house was awesome, everything was as described, the bed was very comfortable. Farah was super helpful and communicative!"
50908355,7934963,10/15/2015,19805575,"Farah was a great host. She welcomed us after normal check in hours because we could not make it early in the day. The room was as pictured, she provided towels for us and the room was clean. "
51083272,7934963,10/17/2015,37442102,"Farah was very accommodating for us. We needed to stop by a little earlier than the listed check in time, and she was more than happy to figure out a time that worked for both us and her. The location was incredibly nice! Ballard is such a cute area, and we were in good walking distance from a lot of different businesses and cute shops.
"
51330898,7934963,10/19/2015,44806559,"Farah was very accommodating and understanding. We fell in love with the place! The outside of the house is a cute baby blue color and it was absolutely adorable! Prior to our stay, Farah reached out to us and made sure she had all of our toiletries available to ensure our Airbnb was perfect. The house was clean and very homey! 10/10 would recommend :)"
52284544,7934963,10/27/2015,46879903,"Wonderful experience for my first Airbnb! The space is clean and somewhat minimalist tho' comfy/cozy, which was perfect for this trip!  A lovely neighborhood with restaurants etc within easy walking distance. Ben and Farah are personable and engaging, offered great suggestions for restaurants, tho' provided privacy and non-intrusion also as needed.
The only bathroom is a shared one with the hosts, but it really wasn't a problem as only slight scheduling communications took care of it.
I will return here again when in the area, and would recommend this space to friends who might travel there as well.
Thanks for a great first experience!"
52811074,7934963,11/1/2015,31351853,"Fatah was great, room was just as described and the location was very nice. Would recommend to anyone who needs a quick place to stay."
53288901,7934963,11/7/2015,10387535,"The house was in a very quiet Ballard neighborhood. The listing was exactly as I found it. Farah was a very welcoming, friendly and pleasant hostess."
53428793,7934963,11/8/2015,938231,Farah was more than welcoming. She made us feel right at home. The bedroom was large and quiet. There was plenty of free street parking and downtown was only a seven minute drive away.
53726144,7934963,11/11/2015,8873291,"
We had a great stay at Ballard Bliss. Farah was always fast to respond and the place looks just like the pictures. It is basic and clean. 
 The neighborhood was nice and quiet. It is walking distance to grocery store and many restaurants and stores.
We would recommend Farah's place to anyone who needs a basic place to stay close to Seattle.

"
53796206,7934963,11/12/2015,48452038,"The stay here was very comfortable. Farah was accommodating with our arrival time and welcomed us when we got there. We were pretty exhausted after a day of driving and exploring Seattle so we went into our room and slept pretty quickly. It was only 8:30 or so when we decided to go to bed, but the house was very silent even though it was so early, so we really appreciated that! I would recommend this house to anyone who comes to Seattle! Thanks, Farah!"
53867186,7934963,11/13/2015,25477273,"We had a wonderful & comfortable stay at Farah's. The neighborhood was literally few blocks from the market area (restaurants, stores, coffee shops, bars) yet it was so quiet. It was great to share travel stories with Farah :-) "
54004552,7934963,11/15/2015,45549036,"My trip up to Ballard and staying with Farah was very pleasant.  I met her when I arrived and they showed me everything that I asked for. I forgot a towel and she supplied me one.   I did not arrive until the evening  and went to bed early and woke up early, so I did not have much contact with them. The neighborhood is a very quite.  I slept very well.  I will stay here again when I come back for another workshop.  "
54217135,7934963,11/16/2015,9640217,Great room and welcoming host! The house was very clean and quiet. Ballard is a really cool neighborhood to stay in - close to the center of Seattle but with street parking and cool shops/restaurants to explore. Thanks Farah!
57109210,7934963,12/21/2015,3929249,"I had an comfortable but short stay at Farah's place, and enjoyed talking with Farah and Ben."
